Category,Title,Price,Location,Area,URL
Homes,Brand New 5 Marla House Available In Park View City - Platinium Block,1.65 Crore,"Park View City - Platinum Block, Park View City",5 Marla,https://www.zameen.com/Property/park_view_city_park_view_city_-_platinum_block_brand_new_5_marla_house_available_in_park_view_city_-_platinium_block-52237463-16617-1.html
Homes,One Kanal Brand New Spanish Design Most Beautiful 1 Bed Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,14.5 Crore,"DHA Phase 6 - Block J, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_one_kanal_brand_new_spanish_design_most_beautiful_1_bed_furnished_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-52107571-1618-1.html
Homes,1 Kanal Elegant And Fully Furnished Super Hot Located Bungalow Is Available For Sale In The Block Of DHA Phase 6 Lahore.,14.4 Crore,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_elegant_and_fully_furnished_super_hot_located_bungalow_is_available_for_sale_in_the_block_of_dha_phase_6_lahore-52596103-1448-1.html
Homes,1 Kanal Elegant And Prime Location Super Hot Located Bungalow Is Available For Sale In The Block Of DHA Phase 7 Lahore.,9.99 Crore,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_elegant_and_prime_location_super_hot_located_bungalow_is_available_for_sale_in_the_block_of_dha_phase_7_lahore-52596140-1450-1.html
Homes,1 Kanal Elegant And Prime Location Super Hot Located Bungalow Is Available For Sale In The Block Of DHA Phase 7 Lahore.,11.5 Crore,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_elegant_and_prime_location_super_hot_located_bungalow_is_available_for_sale_in_the_block_of_dha_phase_7_lahore-52596166-1450-1.html
Homes,Fully Basement 22 Marla Elegant And Prime Location Super Hot Located Bungalow With 14 KVA Solar Green Meter Is Available For Sale In The JJ Block Of DHA Phase 4 Lahore.,11.99 Crore,"DHA Phase 4 - Block JJ, DHA Phase 4",1.1 Kanal,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_jj_fully_basement_22_marla_elegant_and_prime_location_super_hot_located_bungalow_with_14_kva_solar_green_meter_is_available_for_sale_in_the_jj_block_of_dha_phase_4_lahore-52596237-1597-1.html
Homes,1 Kanal Elegant And Prime Location Super Hot Located Bungalow Is Available For Sale In The Best Block Of DHA Phase 7 Lahore.,8.5 Crore,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_elegant_and_prime_location_super_hot_located_bungalow_is_available_for_sale_in_the_best_block_of_dha_phase_7_lahore-52598305-1450-1.html
Homes,10 Marla Elegant And Prime Location Super Hot Located Bungalow Is Available For Sale In The GG Block Of DHA Phase 4 Lahore.,4.9 Crore,"DHA Phase 4 - Block GG, DHA Phase 4",10 Marla,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_gg_10_marla_elegant_and_prime_location_super_hot_located_bungalow_is_available_for_sale_in_the_gg_block_of_dha_phase_4_lahore-52598308-1595-1.html
Homes,1 Kanal Elegant And Prime Location Super Hot Located Bungalow Is Available For Sale In The P Block Of DHA Phase 7 Lahore.,7.95 Crore,"DHA Phase 7 - Block P, DHA Phase 7",1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_p_1_kanal_elegant_and_prime_location_super_hot_located_bungalow_is_available_for_sale_in_the_p_block_of_dha_phase_7_lahore-52598314-1623-1.html
Homes,11-Marla Fully Modern Bungalow For Sale Top Location Near Dolmen Mall & Raya Fairways,5.25 Crore,"DHA Phase 6, DHA Defence",11 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_11-marla_fully_modern_bungalow_for_sale_top_location_near_dolmen_mall_raya_fairways-52835070-1448-1.html
Homes,Ultra Modern Bungalow For Sale at Top Location near  Defence Raya  Carrefour,7.55 Crore,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_ultra_modern_bungalow_for_sale_at_top_location_near_defence_raya_carrefour-52818282-1450-1.html
Homes,5 Marla Brand New Modern Designer Bungalow For Sale,2.1 Crore,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_brand_new_modern_designer_bungalow_for_sale-48483757-1452-1.html
Homes,FULLY BASEMENT BRAND NEW HOUSE LAVISH ELEGANT BEAUTIFUL TOP OF LINE BUNGALOW FOR SALE IN DHA PHASE 6,8.99 Crore,"DHA Phase 6 - Block J, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_fully_basement_brand_new_house_lavish_elegant_beautiful_top_of_line_bungalow_for_sale_in_dha_phase_6-52635435-1618-1.html
Homes,NEAR DOLMEN MALL 01 KANAL BRAND NEW TOP NOTCH LUXURY HOUSE FOR SALE,8.3 Crore,"DHA Phase 6 - Block C, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_c_near_dolmen_mall_01_kanal_brand_new_top_notch_luxury_house_for_sale-52087612-1612-1.html
Homes,2 KANAL SOLID CONSTRUCTION HOUSE NEAR RAYA,18 Crore,"DHA Phase 6, DHA Defence",2 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_2_kanal_solid_construction_house_near_raya-52735746-1448-1.html
Homes,5 Marla Luxury House For Sale In ParkView City Lahore,2.1 Crore,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_luxury_house_for_sale_in_parkview_city_lahore-52702504-1466-1.html
Homes,Apartment Luxurious 3 beds Location Hart of Gullbarge 3 Jym Pool Thether Meeting Room Play kids Area,3.9 Crore,"Gulberg 3, Gulberg",8.2 Marla,https://www.zameen.com/Property/gulberg_gulberg_3_apartment_luxurious_3_beds_location_hart_of_gullbarge_3_jym_pool_thether_meeting_room_play_kids_area-52849694-3824-1.html
Homes,Highly-Desirable 10 Marla House Available In Bismillah Housing Scheme,4.5 Crore,"Bismillah Housing Scheme, GT Road",10 Marla,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_highly-desirable_10_marla_house_available_in_bismillah_housing_scheme-52540151-8446-1.html
Homes,3 Marla House For Sale,1.3 Crore,"Bismillah Housing Scheme, GT Road",3 Marla,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_3_marla_house_for_sale-52738885-8446-1.html
Homes,5 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available For Sale In The Best Block Of DHA Lahore.,2.99 Crore,"DHA Phase 5, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_5_5_marla_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_for_sale_in_the_best_block_of_dha_lahore-52593389-1447-1.html
Homes,10 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available For Sale In The Best Block Of DHA Lahore.,4.75 Crore,"DHA Phase 5, DHA Defence",10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_for_sale_in_the_best_block_of_dha_lahore-52593393-1447-1.html
Homes,LDA Approved 5 Marla Brand New House For Sale In Eithad Town Phase 1 B Block Registry Ready,2.9 Crore,"Etihad Town Phase 1 - Block B, Etihad Town Phase 1",5 Marla,https://www.zameen.com/Property/etihad_town_phase_1_etihad_town_phase_1_-_block_b_lda_approved_5_marla_brand_new_house_for_sale_in_eithad_town_phase_1_b_block_registry_ready-52599629-15547-1.html
Homes,KANAL EYE CATCHING SUPERB LUXURY BUNGALOW FOR SALE,6.97 Crore,"DHA Phase 7, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_7_kanal_eye_catching_superb_luxury_bungalow_for_sale-51665843-1450-1.html
Homes,1-Kanal Furnished Bungalow And Flawless Finishes Available For Sale In Prime Location Phase 6 Block K DHA Lahore,7.98 Crore,"DHA Phase 6 - Block K, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_1-kanal_furnished_bungalow_and_flawless_finishes_available_for_sale_in_prime_location_phase_6_block_k_dha_lahore-52594990-1619-1.html
Homes,03 Marla Double Story Flat For Sale In Kotha Pind Faisal Town,38 Lakh,"Kotha Pind, Lahore",3 Marla,https://www.zameen.com/Property/lahore_kotha_pind_03_marla_double_story_flat_for_sale_in_kotha_pind_faisal_town-52749260-10955-1.html
Homes,5 Marla Gray Structure House For Sale In Nashaman E Iqbal Phase 2,1.4 Crore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",5 Marla,https://www.zameen.com/Property/nasheman_e_iqbal_nasheman-e-iqbal_phase_2_5_marla_gray_structure_house_for_sale_in_nashaman_e_iqbal_phase_2-52609822-4071-1.html
Homes,"1Kanal Victoria/ Spanish Brand New ,With Full basement, with Cinema ,Gym House for Sale In Block E ,",12.9 Crore,"DHA Phase 6 - Block E, DHA Phase 6",1 Kanal,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_1kanal_victoria_spanish_brand_new_with_full_basement_with_cinema_gym_house_for_sale_in_block_e-52598320-1614-1.html
Homes,2 Kanal Brand New Spanish Design Most Beautiful Fully Furnished Bungalow For Sale At Prime Location Of Dha Lahore Near To Park Masjid & Commercial Market,27.5 Crore,"DHA Phase 5 - Block G, DHA Phase 5",2 Kanal,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_g_2_kanal_brand_new_spanish_design_most_beautiful_fully_furnished_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-52049629-1604-1.html
Homes,One Kanal Used Modern Design Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,7.6 Crore,"DHA Phase 4 - Block DD, DHA Phase 4",1 Kanal,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_dd_one_kanal_used_modern_design_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-52045868-1592-1.html
Homes,1 Kanal Elegant And Prime Location Super Hot Located Bungalow Is Available For Sale In The V Block Of DHA Phase 2 Lahore.,6.9 Crore,"DHA Phase 2 - Block V, DHA Phase 2",1 Kanal,https://www.zameen.com/Property/dha_phase_2_dha_phase_2_-_block_v_1_kanal_elegant_and_prime_location_super_hot_located_bungalow_is_available_for_sale_in_the_v_block_of_dha_phase_2_lahore-52598332-1575-1.html
Homes,5 Marla Beautifully Designed House For Sale And Direct Meeting With Owner In Park View City Lahore.,2.3 Crore,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_designed_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52745513-1466-1.html
Homes,1BHK Fully Furnished Flat available For Sale In Moon Hights Block F Johar Town Phase 1 Lahore,55 Lakh,"Johar Town Phase 2 - Block H3, Johar Town Phase 2",1.7 Marla,https://www.zameen.com/Property/johar_town_phase_2_johar_town_phase_2_-_block_h3_1bhk_fully_furnished_flat_available_for_sale_in_moon_hights_block_f_johar_town_phase_1_lahore-52768053-3968-1.html
Homes,5 Marla Brand New house For Sale And Direct Meeting With Owner In Park View City Lahore.,2.1 Crore,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52745003-1466-1.html
Homes,5 MARLA BEAUTIFUL HOUSE FOR SALE IN ALI BLOCK SECTOR B BAHRIA TOWN LAHORE,1.7 Crore,"Bahria Town - Ali Block, Bahria Town - Sector B",5 Marla,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_ali_block_5_marla_beautiful_house_for_sale_in_ali_block_sector_b_bahria_town_lahore-52273070-1779-1.html
Homes,1 Bed Ultra Luxury Modern Apartment For Sale Very Hot Location Of Bahria Town Sector C Lahore,52 Lakh,"Bahria Town - Sector C, Bahria Town",2.2 Marla,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_1_bed_ultra_luxury_modern_apartment_for_sale_very_hot_location_of_bahria_town_sector_c_lahore-52738961-1784-1.html
Homes,21 Marla Corner Luxurious House With Basement For Sale Superb Location Phase 6 Lahore,8.62 Crore,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_21_marla_corner_luxurious_house_with_basement_for_sale_superb_location_phase_6_lahore-52791790-1448-1.html
Homes,Beautiful Designed Kanal Bungalow With Modern Elevation For Sale Now In DHA Phase 6,7.55 Crore,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_beautiful_designed_kanal_bungalow_with_modern_elevation_for_sale_now_in_dha_phase_6-52779896-1448-1.html
Homes,One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Fully Furnished Bungalow 2 Servant Quarter In Basement For Sale At Prime Location Of DHA Lahore Near To Park Masjid & DHA Raya Fairways Commercial.,10.25 Crore,"DHA Phase 7 - Block S, DHA Phase 7",1 Kanal,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_fully_furnished_bungalow_2_servant_quarter_in_basement_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_dha_raya_fairways_commercial-52855379-1626-1.html
Homes,1 Kanal Victorian Designed Luxury Bungalow For Sale At Prime Location In DHA Phase 6,8.75 Crore,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_victorian_designed_luxury_bungalow_for_sale_at_prime_location_in_dha_phase_6-52771052-1448-1.html
Homes,Good Location House For sale In Bismillah Housing Scheme - Iqbal Block Lahore,2.05 Crore,"Bismillah Housing Scheme - Iqbal Block, Bismillah Housing Scheme",5 Marla,https://www.zameen.com/Property/bismillah_housing_scheme_bismillah_housing_scheme_-_iqbal_block_good_location_house_for_sale_in_bismillah_housing_scheme_-_iqbal_block_lahore-52845840-15555-1.html
Homes,Furnished 2-Bed Townhouse | 925 Sq Ft | 30% Booking | Main Raiwind Road | 5 Years Payment Plan,85 Lakh,"Johar Town, Lahore",4.1 Marla,https://www.zameen.com/Property/lahore_johar_town_furnished_2-bed_townhouse_925_sq_ft_30_booking_main_raiwind_road_5_years_payment_plan-52568294-93-1.html
Homes,1 Kanal Ultra Modern Luxury House Available For Sale Near DHA RAYA Lahore,19.5 Crore,"DHA Phase 6, DHA Defence",1 Kanal,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_ultra_modern_luxury_house_available_for_sale_near_dha_raya_lahore-52725063-1448-1.html
Homes,100% Original YOUR NEW HOME IS HERE,1.95 Crore,"DHA 9 Town, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_9_town_100_original_your_new_home_is_here-52818008-1452-1.html
Homes,Brand New House Available for Sale (Crystal Block) In Park View (Owner Meeting Possible),1.65 Crore,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_brand_new_house_available_for_sale_crystal_block_in_park_view_owner_meeting_possible-52825075-1466-1.html
Homes,10 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available For Sale In The Best Block Of DHA Lahore.,4.99 Crore,"DHA Phase 6, DHA Defence",10 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_10_marla_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_for_sale_in_the_best_block_of_dha_lahore-52593401-1448-1.html
Homes,5 Marla Elegant And Fully Maintained Super Hot Located Bungalow Is Available For Sale In The Best Block Of DHA Lahore.,2.75 Crore,"DHA Phase 6, DHA Defence",5 Marla,https://www.zameen.com/Property/dha_defence_dha_phase_6_5_marla_elegant_and_fully_maintained_super_hot_located_bungalow_is_available_for_sale_in_the_best_block_of_dha_lahore-52593408-1448-1.html
Homes,3 Years Installments Plan Brand New House For Sale In Park View City,6 Crore,"Park View City, Lahore",1 Kanal,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_house_for_sale_in_park_view_city-52628381-1466-1.html
Homes,3 Years Installments Plan Brand New House For Sale In Park View City,1.12 Crore,"Park View City, Lahore",3.5 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_brand_new_house_for_sale_in_park_view_city-52366217-1466-1.html
Homes,3 Years Installments Plan 5 Marla Brand New House For Sale In Park View City,1.6 Crore,"Park View City, Lahore",5 Marla,https://www.zameen.com/Property/lahore_park_view_city_3_years_installments_plan_5_marla_brand_new_house_for_sale_in_park_view_city-52457761-1466-1.html
Homes,PRIME LOCATION 6.30 MARLA NEW HOUSE IN SAMANABAD,3.5 Crore,"Samanabad, Lahore",6 Marla,https://www.zameen.com/Property/lahore_samanabad_prime_location_6_30_marla_new_house_in_samanabad-51415350-377-1.html
Homes,Prime Location 5 Marla New House In Samanabad,2.25 Crore,"Samanabad, Lahore",5 Marla,https://www.zameen.com/Property/lahore_samanabad_prime_location_5_marla_new_house_in_samanabad-51578319-377-1.html
Homes,5 MARLA SINGLE STOREY HOUSE FOR SALE IN SAFARI VILLAS SECTOR B BAHRIA TOWN LAHORE,1.6 Crore,"Bahria Town - Safari Villas, Bahria Town - Sector B",5 Marla,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_villas_5_marla_single_storey_house_for_sale_in_safari_villas_sector_b_bahria_town_lahore-52273006-1782-1.html
Homes,A BEAUTIFUL 10 MARLA HOUSE FOR SALE IN SHAHEEN BLOCK SECTOR B BAHRIA TOWN LAHORE,3 Crore,"Bahria Town - Shaheen Block, Bahria Town - Sector B",10 Marla,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_shaheen_block_a_beautiful_10_marla_house_for_sale_in_shaheen_block_sector_b_bahria_town_lahore-52136693-1775-1.html
Homes,5 Marla Brand New Luxurious House Is Available For Sale In AA Block Bahria Town Lahore original pics,1.99 Crore,"Bahria Town - Block AA, Bahria Town - Sector D",5 Marla,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_5_marla_brand_new_luxurious_house_is_available_for_sale_in_aa_block_bahria_town_lahore_original_pics-52365664-1797-1.html
